current_ts,balance,btype,pid,ptype,iban,account,sender,bank,iban2,receiver
8/10/2023 01:59:59,38026,EUR,1641,H,TR830512903,300113205,MUSTAFA AKYOL,X Bank,TR208159194,FERHAN VURAL
8/10/2023 02:01:59,36243,TL,1583,H,TR828175661,301755862,GÖKHAN ELLİALTI,X Bank,TR307863316,ERSEN AKGÜL
8/10/2023 02:03:59,44696,USD,1786,H,TR826480096,302171612,ŞERMİN ÖZÇELİK ORAL,X Bank,TR519810947,İLKNUR TÜLÜCE
8/10/2023 02:05:59,17577,EUR,1164,H,TR825572910,302283164,MELİA GÜMÜŞAY,X Bank,TR204603904,FADİME SEVGİ TAYYAR
8/10/2023 02:07:59,29226,USD,1428,H,TR824738250,303358426,ERSEN KADI,X Bank,TR335099085,FEYZAHAN ARIKAN YORGUN
8/10/2023 02:09:59,30912,TL,1477,H,TR824544567,303654965,MEHTAP BAYRAM,X Bank,TR767368490,AYLİA ORHAN
8/10/2023 02:11:59,32056,USD,1497,H,TR823829750,303924863,FERHAN VURAL,X Bank,TR905816387,İBRAHİM BALABAN
8/10/2023 02:13:59,38569,EUR,1653,H,TR821568755,304279870,FADİME SEVGİ YAMAN,X Bank,TR757818594,KEZBAN KÖYLÜ
8/10/2023 02:15:59,22020,TL,1257,H,TR820308932,306730508,MEHMET KAYA,X Bank,TR268265946,METİN ÖZTÜRK
8/10/2023 02:17:59,15586,EUR,1124,H,TR820287837,307484933,SELÇUK AKIN,X Bank,TR957547056,IŞIL UZUN
8/10/2023 02:19:59,12271,USD,1049,H,TR820044961,310085493,ÖZLEM BİLGİÇ,X Bank,TR858892855,KERİM KABA
8/10/2023 02:21:59,26974,USD,1376,H,TR818747058,311406457,GÖKHAN AK,X Bank,TR623632705,YASİN HEPKAYA
8/10/2023 02:23:59,11788,EUR,1041,H,TR818362241,312763523,İLKNUR ERTÜRKLER,X Bank,TR139402766,METE TÜTEN
8/10/2023 02:25:58,37319,TL,1625,H,TR818014068,312841946,BARIŞ ÖZÇELİK,X Bank,TR494821381,HALE TOHUMOĞLU
8/10/2023 02:27:58,37292,USD,1623,H,TR817746274,312912293,MERİH KESİM,X Bank,TR855380666,FERHAN BERK
8/10/2023 02:29:58,45638,TL,1813,H,TR815144124,315442087,RENGİN ASLIHAN SAYIN,X Bank,TR596711351,ATAKAN PAKÖZ
8/10/2023 02:31:58,39830,EUR,1678,H,TR814159317,315671725,HAŞİM ONUR HALHALLI,X Bank,TR787613749,REFİK KAYA
8/10/2023 02:33:58,38511,USD,1652,H,TR812255541,315751417,FERDİ ASLAN,X Bank,TR347034547,ÖZLEM SAYGIN
8/10/2023 02:35:58,47873,USD,1866,H,TR810920779,318141936,SİNAN ÖZTÜRK,X Bank,TR699327561,ASLI YILMAZ
8/10/2023 02:37:58,32112,TL,1500,H,TR809214460,318884986,ERSEN IŞIK,X Bank,TR967383010,YASER KUCUR TÜLÜBAŞ
8/10/2023 02:39:58,40152,USD,1683,H,TR808516006,320674218,YAVUZ AYHAN,X Bank,TR449463030,NEVİN ÖNEY KURNAZ
8/10/2023 02:41:58,47457,TL,1855,H,TR808285349,321052034,LEVENT AYHAN,X Bank,TR872362283,SEDA YILDIZ ALTUN
8/10/2023 02:43:58,44583,TL,1784,H,TR807986979,321140214,EMİNE TARLAN,X Bank,TR824738250,FERDİ ASLAN
8/10/2023 02:45:58,12400,EUR,1050,H,TR807359429,321147621,ATAKAN TUĞCUGİL,X Bank,TR831581632,LEVENT DEĞİRMENCİ
8/10/2023 02:47:58,45228,USD,1804,H,TR807311817,322021111,ERSEN AKIN,X Bank,TR497426704,ÖZLEM MUTLU
8/10/2023 02:49:58,39130,TL,1662,H,TR806158913,322244982,VOLKAN TAHTACI,X Bank,TR762843802,DENİZ ASLAN
8/10/2023 02:51:58,46062,USD,1822,H,TR805569327,322410203,HATİCE ÖZER,X Bank,TR392832478,ŞAFAK SÜL
8/10/2023 02:53:58,49670,USD,1911,H,TR805444737,323170312,HÜMEYRA BOLAT,X Bank,TR506228394,ŞULE MİNE ENGİZ
8/10/2023 02:55:58,38956,TL,1660,H,TR804880882,323703985,OSMAN TURGUT ALAY,X Bank,TR166604634,SERKAN AYTEKİN
8/10/2023 02:57:58,22779,TL,1276,H,TR804311369,324156633,GÖKHAN SEVER,X Bank,TR318102057,ÜMİT KULAK GEDİK
8/10/2023 02:59:58,10101,USD,1002,H,TR803428003,324709516,MEHMET ALTUNTAŞ,X Bank,TR578289056,FEVZİ FIRAT ÖVEN USTAALİOĞLU
8/10/2023 03:01:58,35425,USD,1564,H,TR803219917,325428870,FATİH TAHTACI,X Bank,TR170039783,AYŞEN TUNCEL
8/10/2023 03:03:58,29950,TL,1451,H,TR803197347,325695806,ESİN KADAK,X Bank,TR118125797,PINAR CİRİT KOÇER
8/10/2023 03:05:58,24011,TL,1299,H,TR802886899,326106973,BERÇEM ÇELİK,X Bank,TR480611070,SİBEL ÖZÇELİK
8/10/2023 03:07:58,12637,USD,1057,H,TR800633470,328432175,REŞAT TARKAN,X Bank,TR491199327,HÜMEYRA YILDIRIM
8/10/2023 03:09:58,13021,USD,1070,H,TR800457534,329913688,AYŞEGÜL BAYSOY,X Bank,TR329871952,ÖZGÜL YILDIRIM
8/10/2023 03:11:58,12572,TL,1056,H,TR797898659,330001010,ÜMİT BARBAROS,X Bank,TR882943091,BURCU BAŞKAN
8/10/2023 03:13:58,14609,USD,1100,H,TR795889398,334577863,FUAT BÜYÜKCAM,X Bank,TR467585971,ÖZLEM KARAOĞLU
8/10/2023 03:15:58,39835,EUR,1679,H,TR795485691,336231170,EMİNE ÖZDEMİR,X Bank,TR682784855,VOLKAN CAMCI
8/10/2023 03:17:58,43291,TL,1754,H,TR793346014,337825333,YILMAZ TEMEL,X Bank,TR418018861,ZÜHAL GÜLSÜM YAVAŞİ
8/10/2023 03:19:58,33449,TL,1527,H,TR793282261,337860076,FERHAN SAVAŞ,X Bank,TR898990267,MEHMET YARBİL
8/10/2023 03:21:58,48361,TL,1879,H,TR792998458,338735845,PAPATYA KABİL KUCUR,X Bank,TR662449726,ZÜMRÜT ELA YILDIRIM
8/10/2023 03:23:58,24770,TL,1322,H,TR792768403,340788600,MURAT SARAÇOĞLU,X Bank,TR386229862,TESLİME NAZLI ÜZER
8/10/2023 03:25:58,48120,EUR,1872,H,TR792544485,341575762,HÜMEYRA KARAMAN,X Bank,TR716863756,ÖZGÜR SİNAN KILAÇ
8/10/2023 03:27:58,47950,EUR,1867,H,TR792418511,341634111,BARIŞ ÖZDEMİR,X Bank,TR561926527,MUSTAFA AKÇALI
8/10/2023 03:29:58,33468,EUR,1528,H,TR792241456,343093063,BENHUR ŞİRVAN TAŞKIN,X Bank,TR311340964,AYDIN YİĞİT KUPLAY
8/10/2023 03:31:58,15472,EUR,1121,H,TR790065124,344334113,ERAY ERDEM ÖZCAN,X Bank,TR591590931,GÜLDEHEN KILIÇ
8/10/2023 03:33:58,14400,EUR,1093,H,TR789514857,344596971,MUSTAFA DEMİR,X Bank,TR222493613,BERÇEM ÇELİK
8/10/2023 03:35:58,22485,EUR,1268,H,TR788674863,345087653,MEHTAP YİĞİT KUPLAY,X Bank,TR313918663,MUSTAFA SARAÇOĞLU ÇEKİÇ
8/10/2023 03:37:58,12024,EUR,1043,H,TR787613749,345698363,MEHTAP YILDIRIM,X Bank,TR442164507,BEDRİYE MÜGE YÜCEL
8/10/2023 03:39:58,49777,EUR,1913,H,TR786929768,345931733,FERHAN BERK,X Bank,TR621559750,GÖKTEN METİNEREN
8/10/2023 03:41:58,42497,TL,1732,H,TR786917981,346431595,BERİL GÜLÜŞ YENİN,X Bank,TR615944126,FADİME SEVGİ YİĞİT
8/10/2023 03:43:58,47198,EUR,1851,H,TR786158594,347293197,ZÜHAL GÜLSÜM KARAHAN,X Bank,TR718959481,SELMA GÜLER
8/10/2023 03:45:58,33224,TL,1521,H,TR784855422,348715537,BAŞAK ERDOĞAN,X Bank,TR916822421,İLKNUR SEVER
8/10/2023 03:47:58,38636,EUR,1655,H,TR784713261,348822538,KEZBAN KÖYLÜ,X Bank,TR140835291,ABDULLAH ÜNSAL
8/10/2023 03:49:58,26011,TL,1352,H,TR782601112,348938142,PINAR YİĞİT,X Bank,TR286629093,FATİH ATEŞ
8/10/2023 03:51:58,39156,USD,1663,H,TR782353772,349648097,AYLİA ASLAN,X Bank,TR640485868,ONAT SARI
8/10/2023 03:53:58,35166,TL,1557,H,TR779562065,349995530,AYŞE KAZANCI,X Bank,TR921045375,ÖMÜR DİLEK
8/10/2023 03:55:58,37448,TL,1630,H,TR776599171,351177114,ÖZGÜR KAYAYURT,X Bank,TR992883017,MUSTAFA AKIN
8/10/2023 03:57:58,48159,USD,1874,H,TR773395113,355063833,ORHAN AKSEL,X Bank,TR596170475,SEZGİ BULUT
8/10/2023 03:59:58,35812,EUR,1573,H,TR772988800,355410167,LATİFE TAŞ,X Bank,TR260569469,ŞERMİN OLPAK
8/10/2023 04:01:58,26438,TL,1363,H,TR772119917,355563582,BATURAY KANSU MEMETOĞLU,X Bank,TR929052685,PAPATYA BAŞKAN VURALKAN
8/10/2023 04:03:58,40991,EUR,1695,H,TR771294019,357717139,TUBA SELÇUK,X Bank,TR623645325,FERHAN SAVAŞ
8/10/2023 04:05:58,16260,USD,1138,H,TR770691858,358942588,FERHAN MALÇOK,X Bank,TR220278253,LEYLA AHISKALI
8/10/2023 04:07:58,47480,TL,1856,H,TR770157954,359425083,DENİZ YENİDOĞAN,X Bank,TR911838199,MÜCELLA SAĞDIK
8/10/2023 04:09:58,15885,USD,1130,H,TR769792166,361236834,SERDAR AVCI,X Bank,TR760185667,İLKNUR ÖZDEMİR
8/10/2023 04:11:58,21427,USD,1246,H,TR769319376,361952060,ATAKAN ERGİNEL,X Bank,TR587395427,SALİM YALÇIN
8/10/2023 04:13:58,25204,USD,1330,H,TR768606738,362442835,SELMA GÜLER,X Bank,TR400216799,VOLKAN SANHAL
8/10/2023 04:15:58,43032,EUR,1743,H,TR767892995,363775443,FADİME SEVGİ YİĞİT,X Bank,TR786917981,YUSUF KENAN ALDİNÇ
8/10/2023 04:17:58,49023,USD,1899,H,TR767368490,363921767,MEHMET ALDİNÇ,X Bank,TR537383010,AYLİA ASLAN
8/10/2023 04:19:58,24024,USD,1301,H,TR766311340,364176247,AYŞEN TUNCEL,X Bank,TR444325525,EMİNE MUMCUOĞLU
8/10/2023 04:21:58,34577,EUR,1541,H,TR764084815,364248316,VOLKAN ÇELİK,X Bank,TR277365884,GÜRKAN UYĞUN
8/10/2023 04:23:58,44275,USD,1776,H,TR763696893,366187580,GÜLSEREN KARACA,X Bank,TR258911901,AYKAN GÜLŞEN
8/10/2023 04:25:58,41889,TL,1723,H,TR762843802,366442344,HASAN BARBAROS,X Bank,TR800633470,ELİF ÖZCAN
8/10/2023 04:27:58,36781,USD,1608,H,TR760794488,366800822,MEHMET YENİÇERİ,X Bank,TR412578643,METE ÖNVERMEZ
8/10/2023 04:29:58,26661,USD,1367,H,TR760185667,367506410,MEHMET ALİ AYHAN,X Bank,TR836815264,ELİF OLPAK
8/10/2023 04:31:58,15087,TL,1116,H,TR759927904,368630848,KUBİLAY YÜZBAŞIOĞLU,X Bank,TR175344905,EVRİM GAYRETLİ AYDIN
8/10/2023 04:33:58,19014,EUR,1193,H,TR758195823,368837517,GÖKHAN KUCUR TÜLÜBAŞ,X Bank,TR859879713,GÖKHAN ÇETİN
8/10/2023 04:35:58,43594,USD,1762,H,TR757818594,369434566,EZGİ YILMAZ İNAL,X Bank,TR739614744,LEVENT ŞELİMAN
8/10/2023 04:37:58,34332,EUR,1537,H,TR757276529,369547316,SALİM GERDAN,X Bank,TR605433390,NURDAN ALKURT KAYIKÇI
8/10/2023 04:39:58,47493,TL,1857,H,TR752690353,370199384,SİBEL USTA GÜÇ,X Bank,TR251760365,ŞULE MİNE HANCIOĞLU
8/10/2023 04:41:58,44660,TL,1785,H,TR752440587,370219293,BİRSEN SÖNMEZ,X Bank,TR704571327,ERKAN ÖCALAN
8/10/2023 04:43:58,29669,USD,1437,H,TR752371621,371871431,ZÜHAL GÜLSÜM YÜCEL,X Bank,TR882566314,TUBA YANNİ
8/10/2023 04:45:58,43342,USD,1756,H,TR751725763,372001298,NURDAN KILIÇ,X Bank,TR664964070,HÜMEYRA YÜKSEL
8/10/2023 04:47:58,22946,TL,1281,H,TR751461590,374081334,İLKNUR SÜRMEN AKYOL,X Bank,TR297529990,ERGÜN KULAÇ
8/10/2023 04:49:58,20236,EUR,1215,H,TR750356073,374500775,SEVİL BALCI,X Bank,TR236670048,REFİK DOĞAN
8/10/2023 04:51:58,45356,EUR,1806,H,TR749175916,375242634,VELİ ENES ÖZEKLİ MISIRLIOĞLU,X Bank,TR387991208,ZÜHAL GÜLSÜM ÇOBANOĞLU
8/10/2023 04:53:58,22759,EUR,1274,H,TR748864539,375328895,NİHAL BUĞRUL,X Bank,TR942765576,MUSTAFA KÖKSAL
8/10/2023 04:55:58,12529,EUR,1055,H,TR748829491,375735952,AYKAN GÜLŞEN,X Bank,TR736837752,GÖKHAN ÇİLDİR
8/10/2023 04:57:58,44736,TL,1788,H,TR748609061,376521491,METE TÜTEN,X Bank,TR945972378,FEZA DOĞAN
8/10/2023 04:59:58,43652,USD,1764,H,TR748090494,376826045,FADİME SEVGİ AYMAN,X Bank,TR875499067,ZEYNEP GÖKÇE GÜNEY KOCABAŞ
8/10/2023 05:01:58,32602,EUR,1506,H,TR745153025,376939178,TUĞSEM ERASLAN,X Bank,TR472133302,ŞULE MİNE ÖZTÜRK
8/10/2023 05:03:58,23998,USD,1298,H,TR743164123,378135525,OSMAN ERSEGUN HANCIOĞLU,X Bank,TR992065795,KUBİLAY ŞİRZAİ
8/10/2023 05:05:58,47453,EUR,1854,H,TR741202499,379743452,MUSTAFA GENÇ,X Bank,TR404592371,MEHMET GÜRDAL
8/10/2023 05:07:58,17826,USD,1171,H,TR740278339,381367836,PAPATYA ÖNER,X Bank,TR538131855,COŞKUN YALÇIN
8/10/2023 05:09:58,12026,TL,1044,H,TR740273075,383779239,İKLİL AKSOY,X Bank,TR498133238,SAMİ FIRAT
8/10/2023 05:11:58,15175,TL,1117,H,TR739614744,386416732,VELAT GÜNDOĞDU,X Bank,TR516757319,ENGİN AYDOĞAN
8/10/2023 05:13:58,14591,USD,1098,H,TR739117236,386856434,SERDAR ÖZKAN,X Bank,TR834888546,FİLİZ KARAMANLI
8/10/2023 05:15:58,28212,EUR,1404,H,TR738725760,387058331,FERHAN KARAALP,X Bank,TR479614256,İLKAY YARAR
8/10/2023 05:17:58,18215,USD,1177,H,TR737995503,387074080,AYŞEGÜL ÖĞÜT AYDIN,X Bank,TR506310696,MAHMUT DEMİR GÖÇMEN
8/10/2023 05:19:58,18317,TL,1179,H,TR736837752,387358261,SERKAN AKPINAR,X Bank,TR189599620,ÜMİT YILMAZ İNAL
8/10/2023 05:21:58,12922,USD,1068,H,TR735681335,389275869,LEZİZ EREN,X Bank,TR152472359,KENAN POLAT ÇİÇEK
8/10/2023 05:23:58,29756,EUR,1441,H,TR734332279,392067601,ÖZGÜR CÖMERT,X Bank,TR749175916,ESRA KURT
8/10/2023 05:25:58,27274,EUR,1384,H,TR733894728,393382522,ALMALA PINAR GÖZKAYA,X Bank,TR576288690,AYLİA KILIÇ
8/10/2023 05:27:58,28393,TL,1409,H,TR733454406,393716810,MELTEM İÇBAY,X Bank,TR621015339,NALAN YAVUZ
8/10/2023 05:29:58,36660,EUR,1600,H,TR733299022,395463819,YAŞAR GÖKHAN BERK,X Bank,TR825572910,MUSTAFA NAFİZ KURTULUŞ
8/10/2023 05:31:58,36874,TL,1615,H,TR730820080,397754338,SERHAT ONUK,X Bank,TR917003539,İBRAHİM AVCIOĞLU
8/10/2023 05:33:58,16991,EUR,1153,H,TR728924466,398031329,NURSEL BIÇAKÇI,X Bank,TR656296885,SALİM ÇALIŞKANTÜRK
8/10/2023 05:35:58,17633,EUR,1166,H,TR728787403,399321586,MURAT AYDOĞAN,X Bank,TR859476797,ENDER KARACAN ERŞEKERCİ
8/10/2023 05:37:58,45137,USD,1800,H,TR727646643,400632619,DEMET ÇIRAKOĞLU,X Bank,TR212680154,CENK ERGÜLÜ EŞMEN
8/10/2023 05:39:58,10974,TL,1021,H,TR726474601,401300376,BARIŞ DEMİRAY,X Bank,TR881775941,EBRU ACARBULUT
8/10/2023 05:41:58,14393,EUR,1092,H,TR723059916,401642463,MUSTAFA ARİF BAŞKAN VURALKAN,X Bank,TR672112556,FATİH ELLİALTI
8/10/2023 05:43:58,30669,USD,1471,H,TR722027878,402408065,ZÜHAL GÜLSÜM DEMİRGAN,X Bank,TR162259915,GÜLDEN KARAKURT
8/10/2023 05:45:58,26299,TL,1360,H,TR720708938,404079041,NURAY KAZBEK,X Bank,TR421359586,İKLİL DESTEGÜL
8/10/2023 05:47:58,24453,EUR,1313,H,TR720356131,405297002,DİANA BAŞMAN,X Bank,TR887862884,DERAM ALTUN
8/10/2023 05:49:58,45405,TL,1808,H,TR718959481,405732057,NURAY SADİ AYKAN,X Bank,TR645150732,EVRE KARAGÖZ
8/10/2023 05:51:58,28722,EUR,1416,H,TR718585202,405986016,İLKER TUNCER,X Bank,TR970908300,MURAT SAĞLAM
8/10/2023 05:53:58,32870,TL,1514,H,TR718254988,406608916,ÖZGE SAF,X Bank,TR573857239,FERHAN KAPLAN
8/10/2023 05:55:58,45826,USD,1819,H,TR716863756,406700044,ATAKAN PAKÖZ,X Bank,TR181524600,FUAT OFLAZ
8/10/2023 05:57:58,17045,TL,1157,H,TR716025294,408598013,ÖZGÜR AKPINAR,X Bank,TR621757793,ÖZGE SAF
8/10/2023 05:59:58,41527,USD,1710,H,TR715651202,408674815,YILDIZ DEMİRGAN,X Bank,TR400426854,ŞERMİN YENİGÜN
8/10/2023 06:01:58,45665,EUR,1814,H,TR715455473,408715818,SALİM KARTAL,X Bank,TR987994386,ÜMİT ÖZDEMİR
8/10/2023 06:03:58,13981,EUR,1088,H,TR715145023,409268473,SELÇUK GİDER,X Bank,TR640545524,ERSEN HAVAS
8/10/2023 06:05:58,46868,TL,1844,H,TR713971958,409273695,HÜMEYRA YILDIRIM,X Bank,TR792998458,FERHAN KARAALP
8/10/2023 06:07:58,32710,EUR,1509,H,TR712985377,410015139,ZÜHAL GÜLSÜM ANIK,X Bank,TR656085708,HATİCE BÖLÜK
8/10/2023 06:09:58,20802,TL,1229,H,TR712507263,410056393,HÜMEYRA KAYA,X Bank,TR211689448,ŞERMİN UYANIK
8/10/2023 06:11:58,15331,USD,1119,H,TR711853055,410858726,MURAT KOÇ,X Bank,TR914675501,MESUT KUMRAL
8/10/2023 06:13:58,27142,TL,1381,H,TR710679087,413750600,HATİCE NİLDEN ÖZÇAY,X Bank,TR555389217,MEHMET GİRAY
8/10/2023 06:15:58,27118,USD,1379,H,TR708462730,414017204,İLKER AKŞAHİN,X Bank,TR354221039,FATİH TAHTACI
8/10/2023 06:17:58,41850,USD,1721,H,TR707951891,414691997,ŞULE MİNE CANACANKATAN,X Bank,TR253293794,MUSTAFA DEMİRTAŞ
8/10/2023 06:19:58,28359,USD,1408,H,TR707234662,414900428,İKLİL KUTLUYURDU,X Bank,TR792418511,SİBEL TOPALOĞLU
8/10/2023 06:21:58,25181,EUR,1329,H,TR706896484,416350858,DENİZ KUTLUCAN BAĞCI,X Bank,TR237068926,NURAY SADİ AYKAN
8/10/2023 06:23:58,41686,USD,1715,H,TR706190633,416410511,ZÜHAL GÜLSÜM KOÇ,X Bank,TR445526424,EMİNE BOZKURTER
8/10/2023 06:25:58,30511,EUR,1466,H,TR706131574,416641947,ASUDAN TUĞÇE MERCAN,X Bank,TR679224041,HACI MURAT UZUN
8/10/2023 06:27:58,40158,EUR,1684,H,TR705885367,418070076,NAZIM ÖNDER SİVİŞ,X Bank,TR465374743,MELİA YÜCETÜRK
8/10/2023 06:29:58,36698,TL,1604,H,TR705555626,418764832,ŞULE MİNE YANCAR,X Bank,TR279242906,ESMA ÖZLEM AYDIN
8/10/2023 06:31:58,30821,EUR,1475,H,TR705150999,418965263,ENGİN AYDOĞAN,X Bank,TR469726933,KUBİLAY YÜZBAŞIOĞLU
8/10/2023 06:33:58,16651,USD,1142,H,TR704820171,420594716,HANDE YILMAZ ÇİFTDOĞAN,X Bank,TR848075219,MURAT YILDIZ
8/10/2023 06:35:58,10632,USD,1009,H,TR704571327,422309332,SELDA YILDIRIM,X Bank,TR673446793,İSMAİL KÖKSOY
8/10/2023 06:37:58,22964,USD,1282,H,TR699327561,422610887,SERDAR ÇOLAK,X Bank,TR590170097,TUBA BAYSAL
8/10/2023 06:39:58,13728,EUR,1082,H,TR696671967,423290905,İLKNUR KILIÇ YILDIRIM,X Bank,TR432363942,AYLİN ÖZKAN
8/10/2023 06:41:58,32806,TL,1511,H,TR696319268,423921681,İKLİL SÜRÜM,X Bank,TR879521278,FERHAN YEŞİLOVA
8/10/2023 06:43:58,44911,TL,1796,H,TR696215702,424047380,MEDİHA SEZER,X Bank,TR820044961,ERHAN YILDIRIM
8/10/2023 06:45:58,18974,TL,1191,H,TR694558304,424267824,ÖZLEM ÖZKURT PÜRCÜ,X Bank,TR632415324,REFİK YAZICI EROL
8/10/2023 06:47:58,29086,USD,1423,H,TR692972549,424401267,BENGÜ ÖNER,X Bank,TR426588397,MERİH KESİM
8/10/2023 06:49:58,10568,EUR,1007,H,TR691503295,426182394,GAMZE BAHÇEBAŞI,X Bank,TR625213919,İLKNUR KIRBAŞ
8/10/2023 06:51:58,43899,EUR,1771,H,TR688370739,428873531,FATİH ELLİALTI,X Bank,TR481996102,ŞERMİN EKİZ
8/10/2023 06:53:58,19759,EUR,1207,H,TR685660605,431886895,ŞENAY EKİCİ,X Bank,TR846324350,VOLKAN ATAY
8/10/2023 06:55:58,22860,USD,1278,H,TR683219392,433162635,AHMET DEMİREL,X Bank,TR299083992,YÜCEL ELVERDİ
8/10/2023 06:57:58,37285,TL,1621,H,TR682784855,433928973,KENAN AHMET ÇİLDİR,X Bank,TR178671502,SERKAN ŞEN TANRIKULU
8/10/2023 06:59:58,36820,TL,1611,H,TR682758375,434436916,AYLİA BABUŞ,X Bank,TR937412299,ARİFE ESRA GÜMÜŞ
8/10/2023 07:01:58,17770,USD,1170,H,TR680160102,434950019,RUKİYE DÜGER,X Bank,TR733894728,MAHPERİ YILDIRIM
8/10/2023 07:03:58,19162,EUR,1196,H,TR679224041,436158179,MUSTAFA NAR,X Bank,TR453761588,MEHTAP YILMAZ
8/10/2023 07:05:58,11695,TL,1039,H,TR678831261,439137940,EVRİM KUŞKU,X Bank,TR723059916,MELİA YÜKSEL
8/10/2023 07:07:58,18180,USD,1176,H,TR678533517,440116330,MUSTAFA BİÇER,X Bank,TR395288929,MEHTAP ŞİMŞEK
8/10/2023 07:09:58,44812,TL,1792,H,TR677191976,440249907,MEHTAP DUMAN,X Bank,TR433533254,ÖZGÜR ORAL
8/10/2023 07:11:58,42805,USD,1740,H,TR675103303,440771245,MEHMET ÖZTÜRK,X Bank,TR322344609,MELİA ÇELİK
8/10/2023 07:13:58,11444,TL,1033,H,TR674916286,441370304,PAPATYA BAŞARAN,X Bank,TR137414410,ÖZGÜR GÜNEY KOCABAŞ
8/10/2023 07:15:58,24469,TL,1315,H,TR673446793,441604153,NALAN YAVUZ,X Bank,TR126606163,ŞENAY EKİCİ
8/10/2023 07:17:58,29686,TL,1438,H,TR672944926,442476131,TEVFİK YAĞCI,X Bank,TR647272266,ERSEN ATİK
8/10/2023 07:19:58,29840,EUR,1446,H,TR672427149,445102959,UFUK YILMAZ,X Bank,TR458444491,ZÜHAL GÜLSÜM DEMİRGAN
8/10/2023 07:21:58,20257,TL,1216,H,TR672112556,445104545,EMİNE DOĞAN,X Bank,TR226065147,EVRİM KUŞKU
8/10/2023 07:23:58,24908,USD,1325,H,TR670375477,446758565,ŞİRİN OKTAY,X Bank,TR707234662,ÖZGÜR ULUSOY
8/10/2023 07:25:58,26773,EUR,1370,H,TR668612813,449081340,MELTEM ARSLAN,X Bank,TR624225494,SEVGİ CÖMERT
8/10/2023 07:27:58,30890,TL,1476,H,TR667954603,451259542,İLKER AKINCI,X Bank,TR898073366,TALHA TALAN
8/10/2023 07:29:58,33010,EUR,1516,H,TR666546833,452002211,İKLİL KHALİL,X Bank,TR555727177,BAHATTİN ÇAY
8/10/2023 07:31:58,23254,USD,1285,H,TR664964070,453310057,MEHMET YARBİL,X Bank,TR678831261,MİRAY SARİ
8/10/2023 07:33:58,37475,EUR,1631,H,TR664697163,453447400,HANDAN TAVŞAN,X Bank,TR396125001,ŞULE MİNE ŞANLIKAN
8/10/2023 07:35:58,22395,EUR,1265,H,TR662793561,453786800,SERKAN FAZLI YILMAZ,X Bank,TR226010025,MUSTAFA ERBAŞ
8/10/2023 07:37:58,36073,EUR,1580,H,TR662449726,454415795,METE ÖNVERMEZ,X Bank,TR133331750,SELDA YILDIRIM
8/10/2023 07:39:58,42765,TL,1739,H,TR661560217,456698577,GÖKHAN EROĞLU,X Bank,TR361247486,FADİME SEVGİ YAMAN
8/10/2023 07:41:58,47697,TL,1862,H,TR660829420,457513898,ATAKAN ÜNAL,X Bank,TR872912800,MELİA KAYNAK
8/10/2023 07:43:58,23516,EUR,1292,H,TR657296161,458261943,MUSTAFA AKDUMAN,X Bank,TR855883386,REFİK DEMİR
8/10/2023 07:45:58,22683,TL,1273,H,TR656296885,459574834,SALİM ÖZDEMİR,X Bank,TR727646643,ÖZLEM KUŞKU
8/10/2023 07:47:58,34550,USD,1538,H,TR656085708,459577032,MEHMET ÖZDOĞAN,X Bank,TR198299491,ŞERMİN BULUR
8/10/2023 07:49:58,44967,TL,1797,H,TR655619663,461145120,PAPATYA BİÇER,X Bank,TR563537857,İKLİL YÜCE
8/10/2023 07:51:58,37350,TL,1626,H,TR654533591,464188495,MUTLU KARADEMİR,X Bank,TR301772402,METE KARAKUM
8/10/2023 07:53:58,49632,TL,1910,H,TR653995242,465124429,SALİM KARPUZ,X Bank,TR878781586,SERHAT UZUN
8/10/2023 07:55:58,16086,EUR,1133,H,TR653857835,465296479,SEDAT NUHVEREN,X Bank,TR672427149,ÜMİT BAZ
8/10/2023 07:57:58,29785,USD,1444,H,TR653581063,467413557,ALPER KIYAK YILMAZ,X Bank,TR718585202,SELÇUK ÖZDOĞAN
8/10/2023 07:59:58,19437,TL,1200,H,TR652179483,467581250,ZÜHAL GÜLSÜM ÇOBANOĞLU,X Bank,TR391353719,ENGİN SAK
8/10/2023 08:01:58,36717,USD,1605,H,TR651535395,468110210,ATAKAN BULUT,X Bank,TR468002626,İKLİL KHALİL
8/10/2023 08:03:58,12508,EUR,1054,H,TR650957992,469060553,SERKAN ŞAHİNER,X Bank,TR429597204,MELTEM İÇBAY
8/10/2023 08:05:58,46799,USD,1841,H,TR649145561,469194106,DERAM ALTUN,X Bank,TR267015903,MEHTAP KÖSEOĞLU
8/10/2023 08:07:58,26647,USD,1366,H,TR647272266,469632557,SEMA KUYUCU,X Bank,TR455388431,MEHMET KISA KARAKAYA
8/10/2023 08:09:58,19524,TL,1202,H,TR646623019,469928020,İLKER EŞKAZAN,X Bank,TR417833433,İLKER KARABAĞ
8/10/2023 08:11:58,24853,TL,1323,H,TR645886077,469992993,SÜLEYMAN ESER,X Bank,TR541369375,VOLKAN BALCI
8/10/2023 08:13:58,28337,EUR,1407,H,TR645150732,470271872,ZÜHAL GÜLSÜM CENGİZ,X Bank,TR324574615,RENGİN ASLIHAN SAYIN
8/10/2023 08:15:58,48789,EUR,1898,H,TR645056987,470679534,MÜRŞİT BÜKÜM,X Bank,TR184746756,REFİK ATMIŞ
